#    L    TT             EE             TE             PP             TP          
   233   0.529754E+04   0.119455E+01   0.324907E+02   0.222837E+07   0.187483E+04
   234   0.529002E+04   0.123736E+01   0.340711E+02   0.221807E+07   0.185946E+04
   235   0.528193E+04   0.128199E+01   0.356537E+02   0.220785E+07   0.184421E+04
   236   0.527327E+04   0.132848E+01   0.372375E+02   0.219771E+07   0.182909E+04
   237   0.526406E+04   0.137682E+01   0.388219E+02   0.218763E+07   0.181408E+04
   238   0.525429E+04   0.142704E+01   0.404063E+02   0.217764E+07   0.179919E+04
   239   0.524396E+04   0.147916E+01   0.419900E+02   0.216771E+07   0.178442E+04
   240   0.523307E+04   0.153322E+01   0.435720E+02   0.215785E+07   0.176977E+04
   241   0.522164E+04   0.158922E+01   0.451521E+02   0.214807E+07   0.175523E+04
   242   0.520966E+04   0.164717E+01   0.467293E+02   0.213835E+07   0.174080E+04
   243   0.519715E+04   0.170711E+01   0.483028E+02   0.212870E+07   0.172649E+04
   244   0.518409E+04   0.176903E+01   0.498723E+02   0.211912E+07   0.171229E+04
   245   0.517051E+04   0.183296E+01   0.514368E+02   0.210961E+07   0.169820E+04
   246   0.515641E+04   0.189890E+01   0.529959E+02   0.210016E+07   0.168422E+04
   247   0.514179E+04   0.196688E+01   0.545487E+02   0.209078E+07   0.167035E+04
   248   0.512666E+04   0.203690E+01   0.560945E+02   0.208147E+07   0.165658E+04
   249   0.511102E+04   0.210896E+01   0.576328E+02   0.207221E+07   0.164293E+04
   250   0.509489E+04   0.218310E+01   0.591628E+02   0.206302E+07   0.162937E+04
   251   0.507825E+04   0.225930E+01   0.606837E+02   0.205390E+07   0.161593E+04
   252   0.506112E+04   0.233757E+01   0.621947E+02   0.204483E+07   0.160258E+04
   253   0.504349E+04   0.241792E+01   0.636953E+02   0.203582E+07   0.158934E+04
   254   0.502538E+04   0.250037E+01   0.651844E+02   0.202688E+07   0.157621E+04
   255   0.500676E+04   0.258492E+01   0.666615E+02   0.201800E+07   0.156317E+04
   256   0.498767E+04   0.267157E+01   0.681258E+02   0.200917E+07   0.155023E+04
   257   0.496809E+04   0.276032E+01   0.695768E+02   0.200040E+07   0.153739E+04
   258   0.494805E+04   0.285118E+01   0.710134E+02   0.199170E+07   0.152465E+04
   259   0.492756E+04   0.294416E+01   0.724362E+02   0.198305E+07   0.151201E+04
   260   0.490663E+04   0.303926E+01   0.738430E+02   0.197446E+07   0.149946E+04
   261   0.488526E+04   0.313647E+01   0.752345E+02   0.196593E+07   0.148701E+04
   262   0.486348E+04   0.323579E+01   0.766093E+02   0.195745E+07   0.147466E+04
   263   0.484130E+04   0.333724E+01   0.779674E+02   0.194903E+07   0.146239E+04
   264   0.481871E+04   0.344079E+01   0.793075E+02   0.194067E+07   0.145022E+04
   265   0.479572E+04   0.354645E+01   0.806302E+02   0.193236E+07   0.143815E+04
   266   0.477234E+04   0.365420E+01   0.819335E+02   0.192410E+07   0.142616E+04
