#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1246   0.115167E+04  -0.588521E+02   0.145147E-05  -0.588521E+02   0.147450E+02   0.235187E-06   0.145147E-05   0.235187E-06   0.420877E-08
  1247   0.115334E+04  -0.582002E+02   0.148985E-05  -0.582002E+02   0.145729E+02   0.230978E-06   0.148985E-05   0.230978E-06   0.420163E-08
  1248   0.115495E+04  -0.575365E+02   0.152722E-05  -0.575365E+02   0.144042E+02   0.226750E-06   0.152722E-05   0.226750E-06   0.419451E-08
  1249   0.115648E+04  -0.568612E+02   0.156354E-05  -0.568612E+02   0.142390E+02   0.222503E-06   0.156354E-05   0.222503E-06   0.418740E-08
  1250   0.115795E+04  -0.561743E+02   0.159872E-05  -0.561743E+02   0.140774E+02   0.218239E-06   0.159872E-05   0.218239E-06   0.418030E-08
  1251   0.115935E+04  -0.554759E+02   0.163273E-05  -0.554759E+02   0.139196E+02   0.213956E-06   0.163273E-05   0.213956E-06   0.417322E-08
  1252   0.116066E+04  -0.547663E+02   0.166557E-05  -0.547663E+02   0.137655E+02   0.209656E-06   0.166557E-05   0.209656E-06   0.416616E-08
  1253   0.116192E+04  -0.540459E+02   0.169727E-05  -0.540459E+02   0.136150E+02   0.205340E-06   0.169727E-05   0.205340E-06   0.415911E-08
  1254   0.116309E+04  -0.533151E+02   0.172784E-05  -0.533151E+02   0.134683E+02   0.201008E-06   0.172784E-05   0.201008E-06   0.415208E-08
  1255   0.116421E+04  -0.525744E+02   0.175731E-05  -0.525744E+02   0.133252E+02   0.196662E-06   0.175731E-05   0.196662E-06   0.414506E-08
  1256   0.116525E+04  -0.518240E+02   0.178571E-05  -0.518240E+02   0.131858E+02   0.192303E-06   0.178571E-05   0.192303E-06   0.413806E-08
  1257   0.116623E+04  -0.510645E+02   0.181306E-05  -0.510645E+02   0.130500E+02   0.187931E-06   0.181306E-05   0.187931E-06   0.413107E-08
  1258   0.116713E+04  -0.502962E+02   0.183938E-05  -0.502962E+02   0.129179E+02   0.183548E-06   0.183938E-05   0.183548E-06   0.412410E-08
  1259   0.116796E+04  -0.495194E+02   0.186469E-05  -0.495194E+02   0.127893E+02   0.179154E-06   0.186469E-05   0.179154E-06   0.411714E-08
  1260   0.116874E+04  -0.487347E+02   0.188902E-05  -0.487347E+02   0.126644E+02   0.174751E-06   0.188902E-05   0.174751E-06   0.411020E-08
  1261   0.116944E+04  -0.479424E+02   0.191239E-05  -0.479424E+02   0.125430E+02   0.170339E-06   0.191239E-05   0.170339E-06   0.410327E-08
  1262   0.117008E+04  -0.471428E+02   0.193483E-05  -0.471428E+02   0.124252E+02   0.165919E-06   0.193483E-05   0.165919E-06   0.409636E-08
  1263   0.117065E+04  -0.463365E+02   0.195635E-05  -0.463365E+02   0.123109E+02   0.161493E-06   0.195635E-05   0.161493E-06   0.408946E-08
  1264   0.117116E+04  -0.455237E+02   0.197699E-05  -0.455237E+02   0.122002E+02   0.157061E-06   0.197699E-05   0.157061E-06   0.408258E-08
  1265   0.117160E+04  -0.447049E+02   0.199675E-05  -0.447049E+02   0.120930E+02   0.152624E-06   0.199675E-05   0.152624E-06   0.407571E-08
  1266   0.117197E+04  -0.438804E+02   0.201568E-05  -0.438804E+02   0.119893E+02   0.148184E-06   0.201568E-05   0.148184E-06   0.406886E-08
  1267   0.117228E+04  -0.430506E+02   0.203378E-05  -0.430506E+02   0.118891E+02   0.143741E-06   0.203378E-05   0.143741E-06   0.406202E-08
  1268   0.117253E+04  -0.422157E+02   0.205109E-05  -0.422157E+02   0.117925E+02   0.139295E-06   0.205109E-05   0.139295E-06   0.405520E-08
  1269   0.117271E+04  -0.413763E+02   0.206763E-05  -0.413763E+02   0.116994E+02   0.134849E-06   0.206763E-05   0.134849E-06   0.404839E-08
  1270   0.117282E+04  -0.405326E+02   0.208341E-05  -0.405326E+02   0.116099E+02   0.130403E-06   0.208341E-05   0.130403E-06   0.404159E-08
  1271   0.117287E+04  -0.396849E+02   0.209847E-05  -0.396849E+02   0.115239E+02   0.125958E-06   0.209847E-05   0.125958E-06   0.403481E-08
  1272   0.117286E+04  -0.388337E+02   0.211283E-05  -0.388337E+02   0.114414E+02   0.121516E-06   0.211283E-05   0.121516E-06   0.402805E-08
  1273   0.117279E+04  -0.379793E+02   0.212650E-05  -0.379793E+02   0.113624E+02   0.117076E-06   0.212650E-05   0.117076E-06   0.402130E-08
  1274   0.117264E+04  -0.371220E+02   0.213952E-05  -0.371220E+02   0.112869E+02   0.112640E-06   0.213952E-05   0.112640E-06   0.401456E-08
  1275   0.117244E+04  -0.362622E+02   0.215190E-05  -0.362622E+02   0.112152E+02   0.108208E-06   0.215190E-05   0.108208E-06   0.400784E-08
  1276   0.117217E+04  -0.354003E+02   0.216368E-05  -0.354003E+02   0.111469E+02   0.103783E-06   0.216368E-05   0.103783E-06   0.400113E-08
  1277   0.117184E+04  -0.345365E+02   0.217486E-05  -0.345365E+02   0.110823E+02   0.993645E-07   0.217486E-05   0.993645E-07   0.399444E-08
  1278   0.117144E+04  -0.336712E+02   0.218549E-05  -0.336712E+02   0.110212E+02   0.949538E-07   0.218549E-05   0.949538E-07   0.398776E-08
  1279   0.117098E+04  -0.328048E+02   0.219557E-05  -0.328048E+02   0.109637E+02   0.905518E-07   0.219557E-05   0.905518E-07   0.398110E-08
  1280   0.117045E+04  -0.319376E+02   0.220513E-05  -0.319376E+02   0.109100E+02   0.861595E-07   0.220513E-05   0.861595E-07   0.397445E-08
  1281   0.116986E+04  -0.310699E+02   0.221420E-05  -0.310699E+02   0.108597E+02   0.817778E-07   0.221420E-05   0.817778E-07   0.396781E-08
  1282   0.116920E+04  -0.302022E+02   0.222280E-05  -0.302022E+02   0.108132E+02   0.774078E-07   0.222280E-05   0.774078E-07   0.396119E-08
  1283   0.116848E+04  -0.293347E+02   0.223095E-05  -0.293347E+02   0.107703E+02   0.730504E-07   0.223095E-05   0.730504E-07   0.395458E-08
  1284   0.116769E+04  -0.284678E+02   0.223867E-05  -0.284678E+02   0.107310E+02   0.687065E-07   0.223867E-05   0.687065E-07   0.394799E-08
  1285   0.116683E+04  -0.276018E+02   0.224600E-05  -0.276018E+02   0.106955E+02   0.643771E-07   0.224600E-05   0.643771E-07   0.394141E-08
  1286   0.116591E+04  -0.267370E+02   0.225295E-05  -0.267370E+02   0.106637E+02   0.600632E-07   0.225295E-05   0.600632E-07   0.393484E-08
  1287   0.116492E+04  -0.258739E+02   0.225954E-05  -0.258739E+02   0.106356E+02   0.557658E-07   0.225954E-05   0.557658E-07   0.392829E-08
  1288   0.116387E+04  -0.250126E+02   0.226580E-05  -0.250126E+02   0.106114E+02   0.514857E-07   0.226580E-05   0.514857E-07   0.392175E-08
  1289   0.116274E+04  -0.241535E+02   0.227175E-05  -0.241535E+02   0.105910E+02   0.472240E-07   0.227175E-05   0.472240E-07   0.391523E-08
  1290   0.116155E+04  -0.232971E+02   0.227741E-05  -0.232971E+02   0.105745E+02   0.429816E-07   0.227741E-05   0.429816E-07   0.390872E-08
  1291   0.116029E+04  -0.224435E+02   0.228282E-05  -0.224435E+02   0.105619E+02   0.387595E-07   0.228282E-05   0.387595E-07   0.390223E-08
  1292   0.115896E+04  -0.215931E+02   0.228798E-05  -0.215931E+02   0.105533E+02   0.345587E-07   0.228798E-05   0.345587E-07   0.389574E-08
  1293   0.115756E+04  -0.207463E+02   0.229293E-05  -0.207463E+02   0.105488E+02   0.303800E-07   0.229293E-05   0.303800E-07   0.388928E-08
  1294   0.115609E+04  -0.199034E+02   0.229769E-05  -0.199034E+02   0.105483E+02   0.262246E-07   0.229769E-05   0.262246E-07   0.388282E-08
  1295   0.115455E+04  -0.190648E+02   0.230228E-05  -0.190648E+02   0.105519E+02   0.220932E-07   0.230228E-05   0.220932E-07   0.387638E-08
  1296   0.115294E+04  -0.182308E+02   0.230672E-05  -0.182308E+02   0.105597E+02   0.179870E-07   0.230672E-05   0.179870E-07   0.386995E-08
  1297   0.115126E+04  -0.174017E+02   0.231104E-05  -0.174017E+02   0.105717E+02   0.139068E-07   0.231104E-05   0.139068E-07   0.386354E-08
  1298   0.114950E+04  -0.165779E+02   0.231526E-05  -0.165779E+02   0.105879E+02   0.985369E-08   0.231526E-05   0.985369E-08   0.385714E-08
  1299   0.114767E+04  -0.157598E+02   0.231940E-05  -0.157598E+02   0.106083E+02   0.582853E-08   0.231940E-05   0.582853E-08   0.385076E-08
  1300   0.114576E+04  -0.149477E+02   0.232350E-05  -0.149477E+02   0.106331E+02   0.183232E-08   0.232350E-05   0.183232E-08   0.384438E-08
  1301   0.114378E+04  -0.141419E+02   0.232756E-05  -0.141419E+02   0.106621E+02  -0.213423E-08   0.232756E-05  -0.213423E-08   0.383803E-08
  1302   0.114172E+04  -0.133425E+02   0.233160E-05  -0.133425E+02   0.106956E+02  -0.607150E-08   0.233160E-05  -0.607150E-08   0.383168E-08
  1303   0.113960E+04  -0.125498E+02   0.233565E-05  -0.125498E+02   0.107333E+02  -0.998008E-08   0.233565E-05  -0.998008E-08   0.382535E-08
  1304   0.113740E+04  -0.117638E+02   0.233972E-05  -0.117638E+02   0.107750E+02  -0.138606E-07   0.233972E-05  -0.138606E-07   0.381903E-08
  1305   0.113513E+04  -0.109846E+02   0.234382E-05  -0.109846E+02   0.108209E+02  -0.177137E-07   0.234382E-05  -0.177137E-07   0.381272E-08
  1306   0.113280E+04  -0.102124E+02   0.234798E-05  -0.102124E+02   0.108707E+02  -0.215399E-07   0.234798E-05  -0.215399E-07   0.380643E-08
  1307   0.113040E+04  -0.944720E+01   0.235220E-05  -0.944720E+01   0.109243E+02  -0.253400E-07   0.235220E-05  -0.253400E-07   0.380015E-08
  1308   0.112793E+04  -0.868927E+01   0.235650E-05  -0.868927E+01   0.109818E+02  -0.291144E-07   0.235650E-05  -0.291144E-07   0.379389E-08
  1309   0.112541E+04  -0.793867E+01   0.236090E-05  -0.793867E+01   0.110429E+02  -0.328639E-07   0.236090E-05  -0.328639E-07   0.378764E-08
  1310   0.112282E+04  -0.719544E+01   0.236542E-05  -0.719544E+01   0.111077E+02  -0.365890E-07   0.236542E-05  -0.365890E-07   0.378140E-08
  1311   0.112017E+04  -0.645989E+01   0.237006E-05  -0.645989E+01   0.111760E+02  -0.402903E-07   0.237006E-05  -0.402903E-07   0.377517E-08
  1312   0.111746E+04  -0.573203E+01   0.237486E-05  -0.573203E+01   0.112478E+02  -0.439686E-07   0.237486E-05  -0.439686E-07   0.376896E-08
  1313   0.111470E+04  -0.501196E+01   0.237981E-05  -0.501196E+01   0.113229E+02  -0.476243E-07   0.237981E-05  -0.476243E-07   0.376276E-08
  1314   0.111187E+04  -0.430000E+01   0.238495E-05  -0.430000E+01   0.114013E+02  -0.512581E-07   0.238495E-05  -0.512581E-07   0.375658E-08
  1315   0.110900E+04  -0.359610E+01   0.239028E-05  -0.359610E+01   0.114830E+02  -0.548707E-07   0.239028E-05  -0.548707E-07   0.375040E-08
  1316   0.110607E+04  -0.290057E+01   0.239582E-05  -0.290057E+01   0.115678E+02  -0.584625E-07   0.239582E-05  -0.584625E-07   0.374424E-08
  1317   0.110309E+04  -0.221359E+01   0.240159E-05  -0.221359E+01   0.116558E+02  -0.620344E-07   0.240159E-05  -0.620344E-07   0.373810E-08
  1318   0.110006E+04  -0.153524E+01   0.240760E-05  -0.153524E+01   0.117468E+02  -0.655868E-07   0.240760E-05  -0.655868E-07   0.373196E-08
  1319   0.109697E+04  -0.865692E+00   0.241387E-05  -0.865692E+00   0.118410E+02  -0.691204E-07   0.241387E-05  -0.691204E-07   0.372584E-08
  1320   0.109384E+04  -0.205197E+00   0.242042E-05  -0.205197E+00   0.119381E+02  -0.726358E-07   0.242042E-05  -0.726358E-07   0.371973E-08
  1321   0.109067E+04   0.446155E+00   0.242725E-05   0.446155E+00   0.120382E+02  -0.761336E-07   0.242725E-05  -0.761336E-07   0.371364E-08
  1322   0.108745E+04   0.108812E+01   0.243440E-05   0.108812E+01   0.121411E+02  -0.796145E-07   0.243440E-05  -0.796145E-07   0.370755E-08
  1323   0.108418E+04   0.172053E+01   0.244186E-05   0.172053E+01   0.122468E+02  -0.830790E-07   0.244186E-05  -0.830790E-07   0.370148E-08
  1324   0.108087E+04   0.234321E+01   0.244967E-05   0.234321E+01   0.123553E+02  -0.865278E-07   0.244967E-05  -0.865278E-07   0.369543E-08
  1325   0.107752E+04   0.295600E+01   0.245783E-05   0.295600E+01   0.124665E+02  -0.899615E-07   0.245783E-05  -0.899615E-07   0.368938E-08
  1326   0.107412E+04   0.355866E+01   0.246636E-05   0.355866E+01   0.125802E+02  -0.933807E-07   0.246636E-05  -0.933807E-07   0.368335E-08
  1327   0.107069E+04   0.415093E+01   0.247529E-05   0.415093E+01   0.126966E+02  -0.967861E-07   0.247529E-05  -0.967861E-07   0.367733E-08
  1328   0.106722E+04   0.473273E+01   0.248461E-05   0.473273E+01   0.128154E+02  -0.100178E-06   0.248461E-05  -0.100178E-06   0.367133E-08
  1329   0.106370E+04   0.530381E+01   0.249435E-05   0.530381E+01   0.129367E+02  -0.103558E-06   0.249435E-05  -0.103558E-06   0.366533E-08
  1330   0.106015E+04   0.586386E+01   0.250453E-05   0.586386E+01   0.130604E+02  -0.106925E-06   0.250453E-05  -0.106925E-06   0.365935E-08
  1331   0.105657E+04   0.641270E+01   0.251516E-05   0.641270E+01   0.131865E+02  -0.110281E-06   0.251516E-05  -0.110281E-06   0.365338E-08
  1332   0.105295E+04   0.695009E+01   0.252626E-05   0.695009E+01   0.133148E+02  -0.113626E-06   0.252626E-05  -0.113626E-06   0.364743E-08
  1333   0.104929E+04   0.747579E+01   0.253784E-05   0.747579E+01   0.134455E+02  -0.116961E-06   0.253784E-05  -0.116961E-06   0.364148E-08
  1334   0.104561E+04   0.798963E+01   0.254992E-05   0.798963E+01   0.135785E+02  -0.120287E-06   0.254992E-05  -0.120287E-06   0.363555E-08
  1335   0.104189E+04   0.849137E+01   0.256252E-05   0.849137E+01   0.137136E+02  -0.123603E-06   0.256252E-05  -0.123603E-06   0.362963E-08
  1336   0.103814E+04   0.898062E+01   0.257565E-05   0.898062E+01   0.138509E+02  -0.126911E-06   0.257565E-05  -0.126911E-06   0.362373E-08
  1337   0.103435E+04   0.945720E+01   0.258933E-05   0.945720E+01   0.139903E+02  -0.130212E-06   0.258933E-05  -0.130212E-06   0.361783E-08
  1338   0.103054E+04   0.992079E+01   0.260357E-05   0.992079E+01   0.141318E+02  -0.133505E-06   0.260357E-05  -0.133505E-06   0.361195E-08
  1339   0.102670E+04   0.103712E+02   0.261839E-05   0.103712E+02   0.142753E+02  -0.136792E-06   0.261839E-05  -0.136792E-06   0.360608E-08
  1340   0.102284E+04   0.108081E+02   0.263380E-05   0.108081E+02   0.144209E+02  -0.140073E-06   0.263380E-05  -0.140073E-06   0.360022E-08
  1341   0.101894E+04   0.112313E+02   0.264983E-05   0.112313E+02   0.145684E+02  -0.143349E-06   0.264983E-05  -0.143349E-06   0.359438E-08
  1342   0.101502E+04   0.116404E+02   0.266649E-05   0.116404E+02   0.147179E+02  -0.146620E-06   0.266649E-05  -0.146620E-06   0.358855E-08
  1343   0.101108E+04   0.120352E+02   0.268379E-05   0.120352E+02   0.148692E+02  -0.149887E-06   0.268379E-05  -0.149887E-06   0.358273E-08
  1344   0.100711E+04   0.124153E+02   0.270175E-05   0.124153E+02   0.150224E+02  -0.153151E-06   0.270175E-05  -0.153151E-06   0.357692E-08
  1345   0.100312E+04   0.127806E+02   0.272039E-05   0.127806E+02   0.151774E+02  -0.156412E-06   0.272039E-05  -0.156412E-06   0.357112E-08
  1346   0.999101E+03   0.131306E+02   0.273972E-05   0.131306E+02   0.153342E+02  -0.159671E-06   0.273972E-05  -0.159671E-06   0.356533E-08
  1347   0.995063E+03   0.134651E+02   0.275975E-05   0.134651E+02   0.154927E+02  -0.162928E-06   0.275975E-05  -0.162928E-06   0.355956E-08
  1348   0.991004E+03   0.137838E+02   0.278051E-05   0.137838E+02   0.156529E+02  -0.166184E-06   0.278051E-05  -0.166184E-06   0.355380E-08
  1349   0.986925E+03   0.140864E+02   0.280201E-05   0.140864E+02   0.158148E+02  -0.169441E-06   0.280201E-05  -0.169441E-06   0.354805E-08
  1350   0.982826E+03   0.143723E+02   0.282427E-05   0.143723E+02   0.159785E+02  -0.172697E-06   0.282427E-05  -0.172697E-06   0.354232E-08
  1351   0.978709E+03   0.146414E+02   0.284729E-05   0.146414E+02   0.161437E+02  -0.175954E-06   0.284729E-05  -0.175954E-06   0.353659E-08
  1352   0.974574E+03   0.148938E+02   0.287102E-05   0.148938E+02   0.163105E+02  -0.179210E-06   0.287102E-05  -0.179210E-06   0.353088E-08
  1353   0.970424E+03   0.151296E+02   0.289540E-05   0.151296E+02   0.164788E+02  -0.182463E-06   0.289540E-05  -0.182463E-06   0.352518E-08
  1354   0.966255E+03   0.153491E+02   0.292037E-05   0.153491E+02   0.166487E+02  -0.185712E-06   0.292037E-05  -0.185712E-06   0.351949E-08
  1355   0.962077E+03   0.155525E+02   0.294588E-05   0.155525E+02   0.168199E+02  -0.188954E-06   0.294588E-05  -0.188954E-06   0.351381E-08
  1356   0.957886E+03   0.157399E+02   0.297185E-05   0.157399E+02   0.169924E+02  -0.192187E-06   0.297185E-05  -0.192187E-06   0.350814E-08
  1357   0.953684E+03   0.159116E+02   0.299824E-05   0.159116E+02   0.171663E+02  -0.195411E-06   0.299824E-05  -0.195411E-06   0.350249E-08
  1358   0.949475E+03   0.160677E+02   0.302498E-05   0.160677E+02   0.173412E+02  -0.198622E-06   0.302498E-05  -0.198622E-06   0.349685E-08
  1359   0.945253E+03   0.162085E+02   0.305201E-05   0.162085E+02   0.175172E+02  -0.201820E-06   0.305201E-05  -0.201820E-06   0.349121E-08
  1360   0.941020E+03   0.163341E+02   0.307926E-05   0.163341E+02   0.176943E+02  -0.205002E-06   0.307926E-05  -0.205002E-06   0.348559E-08
  1361   0.936779E+03   0.164448E+02   0.310669E-05   0.164448E+02   0.178722E+02  -0.208166E-06   0.310669E-05  -0.208166E-06   0.347999E-08
  1362   0.932540E+03   0.165406E+02   0.313423E-05   0.165406E+02   0.180510E+02  -0.211311E-06   0.313423E-05  -0.211311E-06   0.347439E-08
  1363   0.928290E+03   0.166218E+02   0.316182E-05   0.166218E+02   0.182306E+02  -0.214435E-06   0.316182E-05  -0.214435E-06   0.346881E-08
  1364   0.924040E+03   0.166886E+02   0.318940E-05   0.166886E+02   0.184109E+02  -0.217536E-06   0.318940E-05  -0.217536E-06   0.346323E-08
  1365   0.919791E+03   0.167409E+02   0.321690E-05   0.167409E+02   0.185918E+02  -0.220611E-06   0.321690E-05  -0.220611E-06   0.345767E-08
  1366   0.915532E+03   0.167791E+02   0.324428E-05   0.167791E+02   0.187734E+02  -0.223660E-06   0.324428E-05  -0.223660E-06   0.345212E-08
  1367   0.911279E+03   0.168031E+02   0.327146E-05   0.168031E+02   0.189554E+02  -0.226680E-06   0.327146E-05  -0.226680E-06   0.344658E-08
  1368   0.907028E+03   0.168133E+02   0.329839E-05   0.168133E+02   0.191377E+02  -0.229669E-06   0.329839E-05  -0.229669E-06   0.344105E-08
  1369   0.902774E+03   0.168096E+02   0.332501E-05   0.168096E+02   0.193205E+02  -0.232626E-06   0.332501E-05  -0.232626E-06   0.343554E-08
  1370   0.898534E+03   0.167921E+02   0.335126E-05   0.167921E+02   0.195036E+02  -0.235549E-06   0.335126E-05  -0.235549E-06   0.343003E-08
  1371   0.894288E+03   0.167610E+02   0.337708E-05   0.167610E+02   0.196868E+02  -0.238436E-06   0.337708E-05  -0.238436E-06   0.342454E-08
  1372   0.890053E+03   0.167164E+02   0.340240E-05   0.167164E+02   0.198703E+02  -0.241285E-06   0.340240E-05  -0.241285E-06   0.341905E-08
  1373   0.885825E+03   0.166583E+02   0.342717E-05   0.166583E+02   0.200538E+02  -0.244094E-06   0.342717E-05  -0.244094E-06   0.341358E-08
  1374   0.881606E+03   0.165868E+02   0.345133E-05   0.165868E+02   0.202374E+02  -0.246861E-06   0.345133E-05  -0.246861E-06   0.340812E-08
  1375   0.877391E+03   0.165020E+02   0.347481E-05   0.165020E+02   0.204208E+02  -0.249585E-06   0.347481E-05  -0.249585E-06   0.340267E-08
  1376   0.873190E+03   0.164041E+02   0.349756E-05   0.164041E+02   0.206043E+02  -0.252264E-06   0.349756E-05  -0.252264E-06   0.339723E-08
  1377   0.869005E+03   0.162929E+02   0.351952E-05   0.162929E+02   0.207874E+02  -0.254895E-06   0.351952E-05  -0.254895E-06   0.339181E-08
  1378   0.864832E+03   0.161687E+02   0.354062E-05   0.161687E+02   0.209703E+02  -0.257477E-06   0.354062E-05  -0.257477E-06   0.338639E-08
  1379   0.860672E+03   0.160315E+02   0.356081E-05   0.160315E+02   0.211529E+02  -0.260009E-06   0.356081E-05  -0.260009E-06   0.338099E-08
  1380   0.856521E+03   0.158814E+02   0.358003E-05   0.158814E+02   0.213351E+02  -0.262488E-06   0.358003E-05  -0.262488E-06   0.337559E-08
  1381   0.852397E+03   0.157185E+02   0.359821E-05   0.157185E+02   0.215166E+02  -0.264912E-06   0.359821E-05  -0.264912E-06   0.337021E-08
  1382   0.848286E+03   0.155428E+02   0.361529E-05   0.155428E+02   0.216977E+02  -0.267279E-06   0.361529E-05  -0.267279E-06   0.336484E-08
  1383   0.844191E+03   0.153545E+02   0.363122E-05   0.153545E+02   0.218780E+02  -0.269589E-06   0.363122E-05  -0.269589E-06   0.335948E-08
  1384   0.840115E+03   0.151534E+02   0.364594E-05   0.151534E+02   0.220576E+02  -0.271838E-06   0.364594E-05  -0.271838E-06   0.335413E-08
  1385   0.836068E+03   0.149397E+02   0.365938E-05   0.149397E+02   0.222365E+02  -0.274025E-06   0.365938E-05  -0.274025E-06   0.334879E-08
  1386   0.832044E+03   0.147132E+02   0.367148E-05   0.147132E+02   0.224145E+02  -0.276149E-06   0.367148E-05  -0.276149E-06   0.334346E-08
  1387   0.828039E+03   0.144740E+02   0.368219E-05   0.144740E+02   0.225915E+02  -0.278206E-06   0.368219E-05  -0.278206E-06   0.333814E-08
  1388   0.824062E+03   0.142219E+02   0.369144E-05   0.142219E+02   0.227676E+02  -0.280197E-06   0.369144E-05  -0.280197E-06   0.333283E-08
  1389   0.820109E+03   0.139570E+02   0.369918E-05   0.139570E+02   0.229426E+02  -0.282117E-06   0.369918E-05  -0.282117E-06   0.332754E-08
  1390   0.816189E+03   0.136793E+02   0.370534E-05   0.136793E+02   0.231165E+02  -0.283967E-06   0.370534E-05  -0.283967E-06   0.332225E-08
  1391   0.812298E+03   0.133886E+02   0.370986E-05   0.133886E+02   0.232891E+02  -0.285743E-06   0.370986E-05  -0.285743E-06   0.331698E-08
  1392   0.808437E+03   0.130852E+02   0.371268E-05   0.130852E+02   0.234605E+02  -0.287445E-06   0.371268E-05  -0.287445E-06   0.331171E-08
  1393   0.804617E+03   0.127689E+02   0.371375E-05   0.127689E+02   0.236306E+02  -0.289069E-06   0.371375E-05  -0.289069E-06   0.330646E-08
  1394   0.800826E+03   0.124397E+02   0.371300E-05   0.124397E+02   0.237991E+02  -0.290615E-06   0.371300E-05  -0.290615E-06   0.330121E-08
  1395   0.797065E+03   0.120976E+02   0.371037E-05   0.120976E+02   0.239662E+02  -0.292081E-06   0.371037E-05  -0.292081E-06   0.329598E-08
  1396   0.793345E+03   0.117426E+02   0.370581E-05   0.117426E+02   0.241315E+02  -0.293464E-06   0.370581E-05  -0.293464E-06   0.329076E-08
  1397   0.789669E+03   0.113747E+02   0.369924E-05   0.113747E+02   0.242953E+02  -0.294763E-06   0.369924E-05  -0.294763E-06   0.328555E-08
  1398   0.786023E+03   0.109939E+02   0.369062E-05   0.109939E+02   0.244572E+02  -0.295976E-06   0.369062E-05  -0.295976E-06   0.328035E-08
  1399   0.782425E+03   0.105999E+02   0.367988E-05   0.105999E+02   0.246173E+02  -0.297101E-06   0.367988E-05  -0.297101E-06   0.327516E-08
  1400   0.778862E+03   0.101929E+02   0.366696E-05   0.101929E+02   0.247754E+02  -0.298136E-06   0.366696E-05  -0.298136E-06   0.326998E-08
  1401   0.775353E+03   0.977264E+01   0.365181E-05   0.977264E+01   0.249315E+02  -0.299080E-06   0.365181E-05  -0.299080E-06   0.326481E-08
  1402   0.771882E+03   0.933964E+01   0.363442E-05   0.933964E+01   0.250856E+02  -0.299934E-06   0.363442E-05  -0.299934E-06   0.325965E-08
  1403   0.768458E+03   0.889402E+01   0.361479E-05   0.889402E+01   0.252376E+02  -0.300698E-06   0.361479E-05  -0.300698E-06   0.325450E-08
  1404   0.765082E+03   0.843616E+01   0.359293E-05   0.843616E+01   0.253875E+02  -0.301374E-06   0.359293E-05  -0.301374E-06   0.324936E-08
  1405   0.761748E+03   0.796646E+01   0.356882E-05   0.796646E+01   0.255354E+02  -0.301963E-06   0.356882E-05  -0.301963E-06   0.324423E-08
  1406   0.758455E+03   0.748522E+01   0.354249E-05   0.748522E+01   0.256813E+02  -0.302465E-06   0.354249E-05  -0.302465E-06   0.323911E-08
  1407   0.755205E+03   0.699268E+01   0.351391E-05   0.699268E+01   0.258250E+02  -0.302883E-06   0.351391E-05  -0.302883E-06   0.323400E-08
  1408   0.752006E+03   0.648930E+01   0.348310E-05   0.648930E+01   0.259667E+02  -0.303216E-06   0.348310E-05  -0.303216E-06   0.322890E-08
  1409   0.748844E+03   0.597532E+01   0.345005E-05   0.597532E+01   0.261062E+02  -0.303467E-06   0.345005E-05  -0.303467E-06   0.322382E-08
  1410   0.745734E+03   0.545103E+01   0.341477E-05   0.545103E+01   0.262436E+02  -0.303636E-06   0.341477E-05  -0.303636E-06   0.321874E-08
  1411   0.742663E+03   0.491683E+01   0.337726E-05   0.491683E+01   0.263788E+02  -0.303724E-06   0.337726E-05  -0.303724E-06   0.321367E-08
  1412   0.739638E+03   0.437288E+01   0.333751E-05   0.437288E+01   0.265119E+02  -0.303732E-06   0.333751E-05  -0.303732E-06   0.320861E-08
  1413   0.736653E+03   0.381964E+01   0.329553E-05   0.381964E+01   0.266428E+02  -0.303662E-06   0.329553E-05  -0.303662E-06   0.320356E-08
  1414   0.733716E+03   0.325712E+01   0.325131E-05   0.325712E+01   0.267715E+02  -0.303515E-06   0.325131E-05  -0.303515E-06   0.319853E-08
  1415   0.730821E+03   0.268578E+01   0.320486E-05   0.268578E+01   0.268980E+02  -0.303291E-06   0.320486E-05  -0.303291E-06   0.319350E-08
  1416   0.727975E+03   0.210578E+01   0.315619E-05   0.210578E+01   0.270222E+02  -0.302993E-06   0.315619E-05  -0.302993E-06   0.318848E-08
  1417   0.725172E+03   0.151742E+01   0.310527E-05   0.151742E+01   0.271442E+02  -0.302620E-06   0.310527E-05  -0.302620E-06   0.318347E-08
  1418   0.722421E+03   0.920883E+00   0.305213E-05   0.920883E+00   0.272640E+02  -0.302174E-06   0.305213E-05  -0.302174E-06   0.317848E-08
  1419   0.719714E+03   0.316613E+00   0.299676E-05   0.316613E+00   0.273814E+02  -0.301655E-06   0.299676E-05  -0.301655E-06   0.317349E-08
  1420   0.717052E+03  -0.295300E+00   0.293916E-05  -0.295300E+00   0.274965E+02  -0.301067E-06   0.293916E-05  -0.301067E-06   0.316851E-08
  1421   0.714437E+03  -0.914546E+00   0.287933E-05  -0.914546E+00   0.276093E+02  -0.300408E-06   0.287933E-05  -0.300408E-06   0.316354E-08
  1422   0.711868E+03  -0.154074E+01   0.281727E-05  -0.154074E+01   0.277198E+02  -0.299681E-06   0.281727E-05  -0.299681E-06   0.315858E-08
  1423   0.709355E+03  -0.217372E+01   0.275298E-05  -0.217372E+01   0.278277E+02  -0.298886E-06   0.275298E-05  -0.298886E-06   0.315363E-08
