#    L    TT             EE             TE             PP             TP          
   196   0.571016E+04   0.835781E+00   0.184953E+02   0.103453E+07   0.594764E+04
   197   0.570554E+04   0.865305E+00   0.203363E+02   0.102905E+07   0.589109E+04
   198   0.570008E+04   0.897042E+00   0.221863E+02   0.102362E+07   0.583519E+04
   199   0.569377E+04   0.931052E+00   0.240442E+02   0.101823E+07   0.577992E+04
   200   0.568663E+04   0.967397E+00   0.259089E+02   0.101289E+07   0.572529E+04
   201   0.567864E+04   0.100613E+01   0.277794E+02   0.100759E+07   0.567127E+04
   202   0.566982E+04   0.104726E+01   0.296547E+02   0.100234E+07   0.561786E+04
   203   0.566014E+04   0.109080E+01   0.315343E+02   0.997140E+06   0.556505E+04
   204   0.564962E+04   0.113675E+01   0.334172E+02   0.991980E+06   0.551284E+04
   205   0.563826E+04   0.118512E+01   0.353026E+02   0.986864E+06   0.546122E+04
   206   0.562606E+04   0.123590E+01   0.371898E+02   0.981791E+06   0.541018E+04
   207   0.561302E+04   0.128910E+01   0.390781E+02   0.976762E+06   0.535972E+04
   208   0.559914E+04   0.134473E+01   0.409664E+02   0.971775E+06   0.530984E+04
   209   0.558447E+04   0.140278E+01   0.428539E+02   0.966830E+06   0.526052E+04
   210   0.556900E+04   0.146328E+01   0.447397E+02   0.961928E+06   0.521175E+04
   211   0.555275E+04   0.152621E+01   0.466228E+02   0.957067E+06   0.516354E+04
   212   0.553575E+04   0.159158E+01   0.485022E+02   0.952248E+06   0.511588E+04
   213   0.551800E+04   0.165940E+01   0.503772E+02   0.947469E+06   0.506876E+04
   214   0.549953E+04   0.172967E+01   0.522466E+02   0.942730E+06   0.502218E+04
   215   0.548034E+04   0.180238E+01   0.541097E+02   0.938032E+06   0.497612E+04
   216   0.546043E+04   0.187756E+01   0.559654E+02   0.933372E+06   0.493058E+04
   217   0.543982E+04   0.195520E+01   0.578127E+02   0.928752E+06   0.488556E+04
   218   0.541851E+04   0.203529E+01   0.596508E+02   0.924171E+06   0.484105E+04
   219   0.539650E+04   0.211784E+01   0.614786E+02   0.919628E+06   0.479705E+04
   220   0.537380E+04   0.220286E+01   0.632953E+02   0.915123E+06   0.475354E+04
   221   0.535044E+04   0.229035E+01   0.650997E+02   0.910655E+06   0.471052E+04
   222   0.532639E+04   0.238030E+01   0.668909E+02   0.906224E+06   0.466799E+04
   223   0.530169E+04   0.247272E+01   0.686679E+02   0.901830E+06   0.462594E+04
   224   0.527635E+04   0.256761E+01   0.704297E+02   0.897473E+06   0.458436E+04
   225   0.525038E+04   0.266495E+01   0.721751E+02   0.893151E+06   0.454325E+04
   226   0.522378E+04   0.276476E+01   0.739033E+02   0.888864E+06   0.450259E+04
   227   0.519658E+04   0.286704E+01   0.756131E+02   0.884613E+06   0.446240E+04
   228   0.516878E+04   0.297177E+01   0.773036E+02   0.880396E+06   0.442265E+04
   229   0.514040E+04   0.307896E+01   0.789736E+02   0.876213E+06   0.438334E+04
   230   0.511145E+04   0.318861E+01   0.806221E+02   0.872064E+06   0.434447E+04
   231   0.508194E+04   0.330070E+01   0.822480E+02   0.867949E+06   0.430603E+04
   232   0.505190E+04   0.341523E+01   0.838503E+02   0.863866E+06   0.426801E+04
   233   0.502132E+04   0.353221E+01   0.854279E+02   0.859816E+06   0.423041E+04
   234   0.499021E+04   0.365161E+01   0.869797E+02   0.855798E+06   0.419322E+04
   235   0.495861E+04   0.377344E+01   0.885046E+02   0.851812E+06   0.415643E+04
   236   0.492651E+04   0.389770E+01   0.900015E+02   0.847858E+06   0.412005E+04
   237   0.489393E+04   0.402436E+01   0.914694E+02   0.843934E+06   0.408405E+04
   238   0.486089E+04   0.415341E+01   0.929070E+02   0.840041E+06   0.404845E+04
   239   0.482741E+04   0.428485E+01   0.943135E+02   0.836177E+06   0.401322E+04
   240   0.479349E+04   0.441866E+01   0.956874E+02   0.832344E+06   0.397837E+04
   241   0.475914E+04   0.455485E+01   0.970279E+02   0.828540E+06   0.394388E+04
   242   0.472439E+04   0.469338E+01   0.983338E+02   0.824764E+06   0.390976E+04
   243   0.468926E+04   0.483425E+01   0.996038E+02   0.821018E+06   0.387599E+04
   244   0.465374E+04   0.497743E+01   0.100837E+03   0.817299E+06   0.384258E+04
   245   0.461788E+04   0.512293E+01   0.102033E+03   0.813608E+06   0.380950E+04
   246   0.458167E+04   0.527071E+01   0.103189E+03   0.809944E+06   0.377676E+04
   247   0.454514E+04   0.542076E+01   0.104305E+03   0.806307E+06   0.374436E+04
   248   0.450831E+04   0.557306E+01   0.105381E+03   0.802696E+06   0.371228E+04
   249   0.447119E+04   0.572759E+01   0.106413E+03   0.799112E+06   0.368051E+04
   250   0.443380E+04   0.588434E+01   0.107403E+03   0.795553E+06   0.364906E+04
   251   0.439614E+04   0.604326E+01   0.108348E+03   0.792019E+06   0.361792E+04
   252   0.435823E+04   0.620430E+01   0.109248E+03   0.788510E+06   0.358708E+04
   253   0.432007E+04   0.636738E+01   0.110104E+03   0.785026E+06   0.355654E+04
   254   0.428169E+04   0.653245E+01   0.110914E+03   0.781567E+06   0.352629E+04
   255   0.424307E+04   0.669943E+01   0.111679E+03   0.778132E+06   0.349635E+04
   256   0.420424E+04   0.686826E+01   0.112399E+03   0.774721E+06   0.346669E+04
   257   0.416521E+04   0.703885E+01   0.113073E+03   0.771334E+06   0.343733E+04
   258   0.412599E+04   0.721114E+01   0.113702E+03   0.767970E+06   0.340825E+04
   259   0.408661E+04   0.738506E+01   0.114286E+03   0.764630E+06   0.337945E+04
   260   0.404708E+04   0.756052E+01   0.114824E+03   0.761313E+06   0.335094E+04
   261   0.400743E+04   0.773746E+01   0.115317E+03   0.758020E+06   0.332270E+04
   262   0.396766E+04   0.791580E+01   0.115765E+03   0.754749E+06   0.329474E+04
   263   0.392780E+04   0.809546E+01   0.116167E+03   0.751500E+06   0.326705E+04
   264   0.388786E+04   0.827637E+01   0.116524E+03   0.748274E+06   0.323963E+04
   265   0.384784E+04   0.845844E+01   0.116836E+03   0.745070E+06   0.321248E+04
   266   0.380777E+04   0.864157E+01   0.117102E+03   0.741889E+06   0.318560E+04
   267   0.376765E+04   0.882569E+01   0.117322E+03   0.738728E+06   0.315897E+04
   268   0.372749E+04   0.901071E+01   0.117496E+03   0.735590E+06   0.313261E+04
   269   0.368730E+04   0.919656E+01   0.117625E+03   0.732472E+06   0.310650E+04
   270   0.364710E+04   0.938312E+01   0.117709E+03   0.729376E+06   0.308064E+04
   271   0.360691E+04   0.957033E+01   0.117745E+03   0.726300E+06   0.305503E+04
   272   0.356672E+04   0.975809E+01   0.117737E+03   0.723245E+06   0.302967E+04
   273   0.352658E+04   0.994629E+01   0.117683E+03   0.720210E+06   0.300456E+04
   274   0.348648E+04   0.101349E+02   0.117583E+03   0.717196E+06   0.297968E+04
   275   0.344644E+04   0.103237E+02   0.117438E+03   0.714201E+06   0.295505E+04
   276   0.340650E+04   0.105127E+02   0.117248E+03   0.711227E+06   0.293065E+04
   277   0.336665E+04   0.107018E+02   0.117012E+03   0.708271E+06   0.290649E+04
   278   0.332691E+04   0.108908E+02   0.116730E+03   0.705335E+06   0.288256E+04
   279   0.328729E+04   0.110798E+02   0.116403E+03   0.702418E+06   0.285885E+04
   280   0.324783E+04   0.112684E+02   0.116031E+03   0.699520E+06   0.283537E+04
   281   0.320852E+04   0.114568E+02   0.115615E+03   0.696641E+06   0.281211E+04
   282   0.316939E+04   0.116447E+02   0.115154E+03   0.693780E+06   0.278907E+04
   283   0.313046E+04   0.118321E+02   0.114647E+03   0.690937E+06   0.276625E+04
   284   0.309173E+04   0.120189E+02   0.114096E+03   0.688112E+06   0.274365E+04
   285   0.305322E+04   0.122048E+02   0.113501E+03   0.685305E+06   0.272125E+04
   286   0.301494E+04   0.123900E+02   0.112861E+03   0.682516E+06   0.269906E+04
   287   0.297693E+04   0.125741E+02   0.112178E+03   0.679743E+06   0.267708E+04
   288   0.293919E+04   0.127571E+02   0.111450E+03   0.676988E+06   0.265530E+04
   289   0.290173E+04   0.129390E+02   0.110680E+03   0.674250E+06   0.263372E+04
   290   0.286458E+04   0.131195E+02   0.109866E+03   0.671529E+06   0.261234E+04
   291   0.282776E+04   0.132987E+02   0.109008E+03   0.668824E+06   0.259115E+04
   292   0.279126E+04   0.134762E+02   0.108108E+03   0.666135E+06   0.257016E+04
   293   0.275511E+04   0.136521E+02   0.107166E+03   0.663462E+06   0.254935E+04
   294   0.271933E+04   0.138262E+02   0.106180E+03   0.660805E+06   0.252873E+04
   295   0.268393E+04   0.139983E+02   0.105153E+03   0.658163E+06   0.250829E+04
   296   0.264892E+04   0.141685E+02   0.104084E+03   0.655537E+06   0.248804E+04
   297   0.261431E+04   0.143364E+02   0.102972E+03   0.652926E+06   0.246796E+04
   298   0.258013E+04   0.145020E+02   0.101819E+03   0.650330E+06   0.244805E+04
   299   0.254639E+04   0.146652E+02   0.100626E+03   0.647749E+06   0.242832E+04
   300   0.251311E+04   0.148259E+02   0.993913E+02   0.645182E+06   0.240876E+04
   301   0.248030E+04   0.149839E+02   0.981170E+02   0.642629E+06   0.238936E+04
   302   0.244798E+04   0.151392E+02   0.968034E+02   0.640091E+06   0.237013E+04
   303   0.241614E+04   0.152918E+02   0.954517E+02   0.637566E+06   0.235107E+04
   304   0.238479E+04   0.154416E+02   0.940628E+02   0.635056E+06   0.233217E+04
   305   0.235393E+04   0.155886E+02   0.926368E+02   0.632559E+06   0.231343E+04
   306   0.232357E+04   0.157328E+02   0.911748E+02   0.630076E+06   0.229485E+04
   307   0.229372E+04   0.158741E+02   0.896778E+02   0.627607E+06   0.227644E+04
   308   0.226437E+04   0.160125E+02   0.881466E+02   0.625151E+06   0.225819E+04
   309   0.223553E+04   0.161479E+02   0.865823E+02   0.622709E+06   0.224010E+04
   310   0.220718E+04   0.162803E+02   0.849858E+02   0.620280E+06   0.222217E+04
   311   0.217936E+04   0.164097E+02   0.833565E+02   0.617864E+06   0.220440E+04
   312   0.215205E+04   0.165359E+02   0.816970E+02   0.615461E+06   0.218679E+04
   313   0.212526E+04   0.166590E+02   0.800075E+02   0.613072E+06   0.216934E+04
   314   0.209899E+04   0.167790E+02   0.782888E+02   0.610695E+06   0.215204E+04
   315   0.207324E+04   0.168956E+02   0.765421E+02   0.608331E+06   0.213490E+04
   316   0.204801E+04   0.170090E+02   0.747681E+02   0.605980E+06   0.211792E+04
   317   0.202332E+04   0.171190E+02   0.729688E+02   0.603641E+06   0.210109E+04
   318   0.199916E+04   0.172256E+02   0.711441E+02   0.601315E+06   0.208442E+04
   319   0.197554E+04   0.173288E+02   0.692952E+02   0.599001E+06   0.206790E+04
   320   0.195244E+04   0.174286E+02   0.674238E+02   0.596700E+06   0.205153E+04
   321   0.192990E+04   0.175248E+02   0.655307E+02   0.594410E+06   0.203532E+04
