#    L    TT             EE             TE             PP             TP          
   156   0.452484E+04   0.977055E+00  -0.437186E+02   0.291231E+07   0.381969E+04
   157   0.455524E+04   0.969174E+00  -0.435439E+02   0.289481E+07   0.378292E+04
   158   0.458537E+04   0.960986E+00  -0.433432E+02   0.287747E+07   0.374659E+04
   159   0.461524E+04   0.952492E+00  -0.431165E+02   0.286027E+07   0.371069E+04
   160   0.464482E+04   0.943715E+00  -0.428636E+02   0.284322E+07   0.367521E+04
   161   0.467410E+04   0.934672E+00  -0.425843E+02   0.282631E+07   0.364016E+04
   162   0.470307E+04   0.925379E+00  -0.422784E+02   0.280955E+07   0.360554E+04
   163   0.473172E+04   0.915867E+00  -0.419457E+02   0.279294E+07   0.357135E+04
   164   0.476003E+04   0.906137E+00  -0.415862E+02   0.277646E+07   0.353758E+04
   165   0.478799E+04   0.896213E+00  -0.411997E+02   0.276013E+07   0.350422E+04
   166   0.481561E+04   0.886119E+00  -0.407860E+02   0.274394E+07   0.347129E+04
   167   0.484285E+04   0.875878E+00  -0.403451E+02   0.272789E+07   0.343878E+04
   168   0.486973E+04   0.865514E+00  -0.398771E+02   0.271198E+07   0.340668E+04
   169   0.489623E+04   0.855051E+00  -0.393819E+02   0.269621E+07   0.337500E+04
   170   0.492234E+04   0.844505E+00  -0.388594E+02   0.268057E+07   0.334374E+04
   171   0.494805E+04   0.833907E+00  -0.383096E+02   0.266507E+07   0.331288E+04
   172   0.497336E+04   0.823280E+00  -0.377325E+02   0.264970E+07   0.328244E+04
   173   0.499826E+04   0.812649E+00  -0.371281E+02   0.263447E+07   0.325240E+04
   174   0.502274E+04   0.802037E+00  -0.364964E+02   0.261937E+07   0.322277E+04
   175   0.504678E+04   0.791483E+00  -0.358376E+02   0.260440E+07   0.319355E+04
   176   0.507039E+04   0.781002E+00  -0.351517E+02   0.258956E+07   0.316473E+04
   177   0.509356E+04   0.770634E+00  -0.344387E+02   0.257485E+07   0.313631E+04
   178   0.511626E+04   0.760401E+00  -0.336987E+02   0.256027E+07   0.310827E+04
   179   0.513850E+04   0.750328E+00  -0.329318E+02   0.254581E+07   0.308061E+04
   180   0.516028E+04   0.740452E+00  -0.321381E+02   0.253148E+07   0.305332E+04
   181   0.518157E+04   0.730805E+00  -0.313179E+02   0.251728E+07   0.302639E+04
   182   0.520239E+04   0.721417E+00  -0.304712E+02   0.250319E+07   0.299980E+04
   183   0.522272E+04   0.712312E+00  -0.295983E+02   0.248923E+07   0.297356E+04
   184   0.524255E+04   0.703529E+00  -0.286995E+02   0.247539E+07   0.294765E+04
   185   0.526188E+04   0.695106E+00  -0.277746E+02   0.246167E+07   0.292206E+04
   186   0.528069E+04   0.687067E+00  -0.268241E+02   0.244806E+07   0.289678E+04
   187   0.529899E+04   0.679442E+00  -0.258482E+02   0.243457E+07   0.287181E+04
   188   0.531678E+04   0.672274E+00  -0.248472E+02   0.242120E+07   0.284713E+04
   189   0.533403E+04   0.665595E+00  -0.238212E+02   0.240794E+07   0.282273E+04
   190   0.535074E+04   0.659440E+00  -0.227706E+02   0.239479E+07   0.279862E+04
   191   0.536692E+04   0.653843E+00  -0.216958E+02   0.238175E+07   0.277477E+04
   192   0.538254E+04   0.648840E+00  -0.205968E+02   0.236883E+07   0.275117E+04
   193   0.539760E+04   0.644464E+00  -0.194740E+02   0.235601E+07   0.272783E+04
   194   0.541211E+04   0.640755E+00  -0.183279E+02   0.234330E+07   0.270473E+04
   195   0.542606E+04   0.637747E+00  -0.171588E+02   0.233070E+07   0.268185E+04
   196   0.543944E+04   0.635479E+00  -0.159672E+02   0.231820E+07   0.265920E+04
   197   0.545225E+04   0.633988E+00  -0.147533E+02   0.230580E+07   0.263676E+04
   198   0.546450E+04   0.633311E+00  -0.135176E+02   0.229351E+07   0.261453E+04
   199   0.547616E+04   0.633486E+00  -0.122605E+02   0.228132E+07   0.259248E+04
   200   0.548726E+04   0.634549E+00  -0.109825E+02   0.226923E+07   0.257063E+04
   201   0.549777E+04   0.636539E+00  -0.968386E+01   0.225724E+07   0.254895E+04
   202   0.550769E+04   0.639490E+00  -0.836522E+01   0.224534E+07   0.252744E+04
   203   0.551700E+04   0.643437E+00  -0.702681E+01   0.223355E+07   0.250611E+04
   204   0.552570E+04   0.648414E+00  -0.566917E+01   0.222184E+07   0.248495E+04
   205   0.553377E+04   0.654458E+00  -0.429276E+01   0.221024E+07   0.246396E+04
   206   0.554121E+04   0.661601E+00  -0.289797E+01   0.219873E+07   0.244314E+04
   207   0.554802E+04   0.669879E+00  -0.148519E+01   0.218731E+07   0.242249E+04
   208   0.555417E+04   0.679328E+00  -0.550476E-01   0.217598E+07   0.240200E+04
   209   0.555972E+04   0.689979E+00   0.139191E+01   0.216475E+07   0.238169E+04
   210   0.556463E+04   0.701871E+00   0.285510E+01   0.215361E+07   0.236154E+04
   211   0.556891E+04   0.715036E+00   0.433397E+01   0.214256E+07   0.234155E+04
   212   0.557260E+04   0.729510E+00   0.582793E+01   0.213159E+07   0.232172E+04
   213   0.557567E+04   0.745327E+00   0.733641E+01   0.212072E+07   0.230206E+04
   214   0.557815E+04   0.762522E+00   0.885885E+01   0.210994E+07   0.228256E+04
   215   0.558002E+04   0.781124E+00   0.103946E+02   0.209924E+07   0.226322E+04
   216   0.558129E+04   0.801175E+00   0.119431E+02   0.208863E+07   0.224404E+04
   217   0.558195E+04   0.822705E+00   0.135037E+02   0.207810E+07   0.222501E+04
   218   0.558199E+04   0.845739E+00   0.150759E+02   0.206766E+07   0.220614E+04
   219   0.558142E+04   0.870321E+00   0.166590E+02   0.205730E+07   0.218743E+04
   220   0.558022E+04   0.896478E+00   0.182524E+02   0.204703E+07   0.216887E+04
   221   0.557840E+04   0.924239E+00   0.198554E+02   0.203683E+07   0.215046E+04
   222   0.557596E+04   0.953646E+00   0.214674E+02   0.202672E+07   0.213220E+04
   223   0.557289E+04   0.984719E+00   0.230878E+02   0.201669E+07   0.211410E+04
   224   0.556920E+04   0.101749E+01   0.247159E+02   0.200674E+07   0.209614E+04
   225   0.556491E+04   0.105199E+01   0.263510E+02   0.199687E+07   0.207833E+04
   226   0.555999E+04   0.108825E+01   0.279923E+02   0.198707E+07   0.206067E+04
   227   0.555446E+04   0.112630E+01   0.296393E+02   0.197736E+07   0.204315E+04
   228   0.554831E+04   0.116617E+01   0.312913E+02   0.196771E+07   0.202578E+04
   229   0.554156E+04   0.120788E+01   0.329474E+02   0.195815E+07   0.200856E+04
   230   0.553420E+04   0.125147E+01   0.346072E+02   0.194866E+07   0.199147E+04
   231   0.552624E+04   0.129694E+01   0.362697E+02   0.193924E+07   0.197453E+04
   232   0.551768E+04   0.134434E+01   0.379343E+02   0.192990E+07   0.195773E+04
   233   0.550852E+04   0.139369E+01   0.396003E+02   0.192063E+07   0.194106E+04
   234   0.549876E+04   0.144501E+01   0.412668E+02   0.191143E+07   0.192454E+04
   235   0.548842E+04   0.149833E+01   0.429334E+02   0.190230E+07   0.190815E+04
   236   0.547747E+04   0.155368E+01   0.445990E+02   0.189324E+07   0.189189E+04
   237   0.546594E+04   0.161106E+01   0.462631E+02   0.188425E+07   0.187577E+04
   238   0.545383E+04   0.167050E+01   0.479248E+02   0.187533E+07   0.185979E+04
   239   0.544115E+04   0.173201E+01   0.495835E+02   0.186647E+07   0.184393E+04
   240   0.542789E+04   0.179563E+01   0.512382E+02   0.185768E+07   0.182821E+04
   241   0.541405E+04   0.186138E+01   0.528884E+02   0.184896E+07   0.181262E+04
   242   0.539966E+04   0.192925E+01   0.545332E+02   0.184030E+07   0.179715E+04
   243   0.538470E+04   0.199928E+01   0.561718E+02   0.183171E+07   0.178182E+04
   244   0.536919E+04   0.207148E+01   0.578036E+02   0.182318E+07   0.176661E+04
   245   0.535314E+04   0.214586E+01   0.594278E+02   0.181471E+07   0.175152E+04
   246   0.533655E+04   0.222243E+01   0.610437E+02   0.180630E+07   0.173656E+04
   247   0.531942E+04   0.230122E+01   0.626505E+02   0.179796E+07   0.172173E+04
   248   0.530177E+04   0.238223E+01   0.642473E+02   0.178967E+07   0.170701E+04
   249   0.528359E+04   0.246546E+01   0.658337E+02   0.178144E+07   0.169241E+04
   250   0.526490E+04   0.255094E+01   0.674087E+02   0.177327E+07   0.167794E+04
   251   0.524570E+04   0.263866E+01   0.689715E+02   0.176516E+07   0.166358E+04
   252   0.522599E+04   0.272864E+01   0.705214E+02   0.175711E+07   0.164934E+04
   253   0.520577E+04   0.282086E+01   0.720576E+02   0.174911E+07   0.163522E+04
   254   0.518505E+04   0.291533E+01   0.735793E+02   0.174117E+07   0.162121E+04
   255   0.516383E+04   0.301206E+01   0.750858E+02   0.173328E+07   0.160732E+04
   256   0.514211E+04   0.311104E+01   0.765765E+02   0.172545E+07   0.159354E+04
   257   0.511991E+04   0.321227E+01   0.780507E+02   0.171767E+07   0.157987E+04
   258   0.509724E+04   0.331574E+01   0.795074E+02   0.170995E+07   0.156631E+04
   259   0.507411E+04   0.342147E+01   0.809471E+02   0.170228E+07   0.155286E+04
   260   0.505053E+04   0.352942E+01   0.823676E+02   0.169467E+07   0.153952E+04
   261   0.502652E+04   0.363962E+01   0.837698E+02   0.168711E+07   0.152629E+04
   262   0.500209E+04   0.375204E+01   0.851521E+02   0.167960E+07   0.151317E+04
   263   0.497725E+04   0.386668E+01   0.865147E+02   0.167214E+07   0.150015E+04
   264   0.495201E+04   0.398354E+01   0.878560E+02   0.166473E+07   0.148723E+04
   265   0.492637E+04   0.410258E+01   0.891769E+02   0.165738E+07   0.147442E+04
   266   0.490033E+04   0.422381E+01   0.904752E+02   0.165007E+07   0.146171E+04
   267   0.487392E+04   0.434720E+01   0.917501E+02   0.164282E+07   0.144910E+04
   268   0.484713E+04   0.447273E+01   0.930024E+02   0.163561E+07   0.143659E+04
   269   0.481997E+04   0.460041E+01   0.942301E+02   0.162846E+07   0.142418E+04
   270   0.479243E+04   0.473019E+01   0.954337E+02   0.162135E+07   0.141187E+04
   271   0.476454E+04   0.486206E+01   0.966113E+02   0.161429E+07   0.139966E+04
   272   0.473631E+04   0.499602E+01   0.977634E+02   0.160728E+07   0.138754E+04
   273   0.470774E+04   0.513201E+01   0.988888E+02   0.160032E+07   0.137551E+04
   274   0.467885E+04   0.527003E+01   0.999882E+02   0.159340E+07   0.136358E+04
   275   0.464964E+04   0.541005E+01   0.101059E+03   0.158653E+07   0.135174E+04
   276   0.462014E+04   0.555205E+01   0.102103E+03   0.157971E+07   0.134000E+04
   277   0.459034E+04   0.569600E+01   0.103118E+03   0.157293E+07   0.132834E+04
   278   0.456026E+04   0.584187E+01   0.104103E+03   0.156620E+07   0.131677E+04
   279   0.452991E+04   0.598962E+01   0.105060E+03   0.155951E+07   0.130529E+04
   280   0.449930E+04   0.613922E+01   0.105986E+03   0.155287E+07   0.129390E+04
   281   0.446844E+04   0.629064E+01   0.106882E+03   0.154627E+07   0.128260E+04
   282   0.443734E+04   0.644385E+01   0.107748E+03   0.153971E+07   0.127138E+04
   283   0.440602E+04   0.659880E+01   0.108581E+03   0.153320E+07   0.126024E+04
   284   0.437447E+04   0.675548E+01   0.109383E+03   0.152673E+07   0.124918E+04
   285   0.434272E+04   0.691383E+01   0.110152E+03   0.152030E+07   0.123821E+04
   286   0.431076E+04   0.707381E+01   0.110889E+03   0.151391E+07   0.122732E+04
   287   0.427862E+04   0.723539E+01   0.111593E+03   0.150757E+07   0.121651E+04
